课程编号,学院,课程名称,班级,学分,学时,主讲教师,教室1,星期几1,节次1,周次1,教室2,星期几2,节次2,周次2,教室3,星期几3,节次3,周次3,教室4,星期几4,节次4,周次4,教室5,星期几5,节次5,周次5,教室6,星期几6,节次6,周次6,教室7,星期几7,节次7,周次7,教室8,星期几8,节次8,周次8,教室9,星期几9,节次9,周次9,教室10,星期几10,节次10,周次10,教室11,星期几11,节次11,周次11,教室12,星期几12,节次12,周次12,教室13,星期几13,节次13,周次13
092090,理学院,模型降阶方法,1班,2.0,32,蒋耀林,创新港校区-4-3208,3,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092103,理学院,材料物理性能及测试,1班,2.0,40,杨志懋,创新港校区-4-5202,5,7-10,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093007,理学院,超强激光物理前沿,1班,2.0,32,栗建兴,创新港校区-4-5208,2,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093010,理学院,新能源材料,1班,2.0,32,赵铭姝,创新港校区-4-5202,4,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093011,理学院,化学电源工艺（校企）,1班,2.0,32,汪飞,创新港校区-4-5208,6,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093013,理学院,材料测试分析仪器使用,1班,2.0,40,张晖,创新港校区-4-3216,4,7-10,7-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093017,理学院,等离子体与原子分子物理前沿进展,1班,2.0,40,赵永涛,创新港校区-4-3220,5,3-6,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093018,理学院,有机化合物波谱解析,1班,2.0,32,刘乐,创新港校区-19-2097,2,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102008,人文社会科学学院,法理学研究,1班,2.0,32,齐鹏,创新港校区-5-4106,5,1-2,9-16,创新港校区-5-4106,5,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102009,人文社会科学学院,经济法理论研究,1班,2.0,32,苟学珍,创新港校区-5-2001,3,3-4,9-16,创新港校区-5-2001,3,9-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102013,人文社会科学学院,司法实务研究,1班,2.0,32,孙那,创新港校区-5-2006,2,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102014,人文社会科学学院,民法学专题研究,1班,2.0,32,张珍星,创新港校区-5-2010,2,3-4,9-16,创新港校区-5-2010,2,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102015,人文社会科学学院,知识产权法专题研究,1班,2.0,32,孙那,创新港校区-5-2012,4,7-10,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102016,人文社会科学学院,商法学专题研究,1班,2.0,32,马宁,创新港校区-5-2027,5,1-2,1-8,创新港校区-5-2027,5,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
